Chr	Start	End	rowNames	Gene
chr12	109943381	109943692	137842	GIT2
chr12	109943724	109944207	137843	GIT2
chr12	109947272	109947555	137850	AC084876.1
chr12	109983301	109984103	137867	GIT2
chr12	109995676	109996494	137873	GIT2
chr12	109999005	109999247	137874	AC084876.2
chr12	109999005	109999247	137874	ANKRD13A
chr12	109999291	109999524	137875	AC084876.2
chr12	109999291	109999524	137875	ANKRD13A
chr12	109999559	109999823	137876	AC084876.2
chr12	109999897	110000340	137877	AC084876.2
chr12	110028394	110028632	137900	ANKRD13A
chr12	110047856	110048686	137909	C12orf76
chr12	110048788	110049087	137910	C12orf76
chr12	110049124	110049346	137911	C12orf76
chr12	110059664	110059951	137914	C12orf76
chr12	110059983	110060588	137915	C12orf76
chr12	110072761	110073848	137922	C12orf76
chr12	110072761	110073848	137922	AC007546.3
chr12	110123803	110124082	137939	IFT81
chr12	110124174	110124475	137940	IFT81
chr12	110170952	110171639	137951	IFT81
chr12	110171669	110171968	137952	IFT81
chr12	110279711	110279935	137989	ATP2A2
chr12	110280377	110281285	137990	ATP2A2
chr12	110344685	110345590	138018	ATP2A2
chr12	110345687	110346012	138019	ATP2A2
chr12	110346024	110346224	138020	ATP2A2
chr12	110384098	110384891	138040	ANAPC7
chr12	110403154	110403827	138042	ANAPC7
chr12	110403976	110404371	138043	ANAPC7
chr12	110431039	110431436	138047	HMGA1P3
chr12	110450265	110450518	138055	ARPC3
chr12	110450596	110450899	138056	ARPC3
chr12	110456089	110456350	138058	GPN3
chr12	110456648	110456961	138059	GPN3
chr12	110468130	110469429	138061	FAM216A
chr12	110468130	110469429	138061	GPN3
chr12	110469430	110469667	138062	GPN3
chr12	110501371	110502325	138065	RAD9B
chr12	110501371	110502325	138065	VPS29
chr12	110501371	110502325	138065	AC002350.2
chr12	110502410	110502708	138066	VPS29
chr12	110583261	110583492	138103	PPTC7
chr12	110613458	110613900	138117	TCTN1
chr12	110613904	110614620	138118	TCTN1
chr12	110619478	110619924	138119	TCTN1
chr12	110626078	110626315	138124	RN7SL387P
chr12	110688387	110690157	138150	HVCN1
chr12	110742831	110743078	138170	PPP1CC
chr12	110743582	110743782	138171	PPP1CC
chr12	110743582	110743782	138171	AC144522.1
chr12	110846552	110847248	138191	CCDC63
chr12	111368118	111369266	138298	PHETA1
chr12	111368118	111369266	138298	LINC02356
chr12	111369316	111369554	138299	PHETA1
chr12	111396757	111396991	138306	LINC02356
chr12	111404563	111405384	138312	SH2B3
chr12	111405402	111405657	138313	SH2B3
chr12	111405694	111405936	138314	SH2B3
chr12	111418118	111418419	138325	SH2B3
chr12	111434716	111435557	138339	SH2B3
chr12	111454304	111454625	138356	ATXN2
chr12	111454781	111455330	138357	ATXN2
chr12	111597341	111599460	138391	ATXN2-AS
chr12	111597341	111599460	138391	ATXN2
chr12	111599510	111599814	138392	ATXN2
chr12	111599894	111600185	138393	ATXN2
chr12	111685299	111685651	138414	ACAD10
chr12	111685666	111686699	138415	BRAP
chr12	111685666	111686699	138415	ACAD10
chr12	111686778	111686978	138416	BRAP
chr12	111715134	111715961	138418	ACAD10
chr12	111746875	111747709	138426	ACAD10
chr12	111753246	111753731	138427	AC002996.1
chr12	111766207	111766757	138433	ALDH2
chr12	111766758	111767726	138434	ALDH2
chr12	111841461	111841872	138462	MAPKAPK5
chr12	111841461	111841872	138462	MAPKAPK5-AS1
chr12	111841907	111843161	138463	MAPKAPK5
chr12	111841907	111843161	138463	MAPKAPK5-AS1
chr12	111926024	111926569	138476	ADAM1B
chr12	111926576	111926878	138477	ADAM1B
chr12	112005942	112006426	138505	TMEM116
chr12	112012547	112013001	138507	ERP29
chr12	112013055	112013512	138508	TMEM116
chr12	112013055	112013512	138508	ERP29
chr12	112013525	112014105	138509	TMEM116
chr12	112108324	112109589	138530	NAA25
chr12	112109681	112109881	138531	NAA25
chr12	112125352	112125617	138540	TRAFD1
chr12	112148045	112148552	138551	AC073575.1
chr12	112149197	112149610	138552	AC073575.1
chr12	112302973	112303443	138605	RPL7AP60
chr12	112381272	112382307	138636	HECTD4
chr12	112382332	112382768	138637	HECTD4
chr12	112408995	112409502	138646	RPL6
chr12	112409520	112410331	138647	RPL6
chr12	112418220	112418442	138648	PTPN11
chr12	112418487	112418746	138649	PTPN11
chr12	112418766	112419828	138650	PTPN11
chr12	112418766	112419828	138650	RPL6
chr12	112906780	112907328	138744	OAS1
chr12	112916252	112916671	138747	OAS1
chr12	112937853	112938116	138751	OAS3
chr12	112938125	112939058	138752	OAS3
chr12	112963584	112963887	138759	OAS3
chr12	112977636	112979249	138760	OAS2
chr12	113055623	113056022	138778	DTX1
chr12	113056167	113057666	138779	DTX1
chr12	113089437	113089683	138799	DTX1
chr12	113092752	113093412	138802	DTX1
chr12	113093442	113093707	138803	DTX1
chr12	113103812	113104535	138806	RASAL1
chr12	113135260	113135611	138822	RASAL1
chr12	113135635	113136017	138823	RASAL1
chr12	113136131	113136405	138824	RASAL1
chr12	113136917	113137153	138825	RASAL1
chr12	113149268	113150092	138832	CFAP73
chr12	113152488	113153546	138833	CFAP73
chr12	113161424	113162172	138835	DDX54
chr12	113162189	113163272	138836	DDX54
chr12	113184648	113186298	138842	DDX54
chr12	113184648	113186298	138842	RITA1
chr12	113220715	113220944	138859	TPCN1
chr12	113221147	113221521	138860	TPCN1
chr12	113221147	113221521	138860	IQCD
chr12	113221574	113222229	138861	IQCD
chr12	113244122	113244394	138879	TPCN1
chr12	113259537	113259940	138885	TPCN1
chr12	113260129	113261098	138886	TPCN1
chr12	113276766	113277475	138891	TPCN1
chr12	113292395	113292796	138900	TPCN1
chr12	113307309	113307751	138912	SLC8B1
chr12	113334276	113335012	138923	SLC8B1
chr12	113335043	113335280	138924	SLC8B1
chr12	113335309	113335570	138925	SLC8B1
chr12	113358121	113358356	138930	PLBD2
chr12	113358399	113359760	138931	SLC8B1
chr12	113358399	113359760	138931	PLBD2
chr12	113360183	113360383	138932	SLC8B1
chr12	113403533	113404123	138949	SDS
chr12	113404174	113404545	138950	SDS
chr12	113421879	113423135	138961	SDSL
chr12	113427102	113427352	138963	SDS
chr12	113427421	113427661	138964	SDSL
chr12	113427890	113428346	138965	SDSL
chr12	113965830	113966239	139060	RBM19
chr12	113966291	113966569	139061	RBM19
chr12	113966607	113966880	139062	RBM19
chr12	114408861	114409307	139126	TBX5
chr12	114684083	114684676	139185	TBX3
chr12	114684731	114685211	139186	TBX3
chr12	114736346	114737365	139210	AC026765.1
chr12	115960866	115961875	139476	AC012157.2
chr12	115960866	115961875	139476	MED13L
chr12	115962623	115963606	139478	MED13L
chr12	116000341	116000598	139488	MED13L
chr12	116148819	116149209	139552	MIR620
chr12	116181963	116183044	139570	AC130895.1
chr12	116276167	116277239	139611	MED13L
chr12	116277337	116277579	139612	MED13L
chr12	116277603	116278151	139613	MED13L
chr12	116278217	116278438	139614	MED13L
chr12	116358790	116359347	139651	AC079384.2
chr12	116359371	116359712	139652	AC079384.2
chr12	116368477	116368895	139657	AC079384.1
chr12	116532989	116533253	139717	LINC00173
chr12	116533268	116534254	139718	LINC00173
chr12	116534325	116534849	139719	LINC00173
chr12	116547949	116548330	139731	MAP1LC3B2
chr12	116559124	116560040	139735	MAP1LC3B2
chr12	116598997	116599252	139745	AC125603.3
chr12	116697377	116698143	139776	AC125603.1
chr12	116698147	116698422	139777	AC125603.1
chr12	116737106	116737307	139798	RNFT2
chr12	116737691	116738359	139799	C12orf49
chr12	116737691	116738359	139799	RNFT2
chr12	116738404	116738670	139800	C12orf49
chr12	116878528	116879250	139838	HRK
chr12	116879645	116880487	139839	HRK
chr12	116880997	116881722	139841	HRK
chr12	116910654	116911489	139848	FBXW8
chr12	117053722	117054198	139919	TESC
chr12	117098273	117100033	139944	TESC
chr12	117098273	117100033	139944	TESC-AS1
chr12	117100336	117100783	139945	TESC
chr12	117188890	117190397	139980	FBXO21
chr12	117190408	117190655	139981	FBXO21
chr12	117190766	117191112	139982	FBXO21
chr12	117888999	117889592	140134	AC084291.1
chr12	117968495	117968756	140154	KSR2
chr12	117968771	117969558	140155	KSR2
chr12	117969615	117969880	140156	KSR2
chr12	118016021	118017261	140163	RFC5
chr12	118023866	118024073	140168	RFC5
chr12	118026732	118027322	140169	RFC5
chr12	118052194	118052845	140178	WSB2
chr12	118052858	118053313	140179	WSB2
chr12	118053412	118053626	140180	WSB2
chr12	118060143	118062834	140183	WSB2
chr12	118103041	118104507	140190	VSIG10
chr12	118104520	118105245	140191	VSIG10
chr12	118120644	118121675	140195	VSIG10
chr12	118135943	118136187	140201	VSIG10
chr12	118135943	118136187	140201	PEBP1
chr12	118136238	118136508	140202	VSIG10
chr12	118136596	118136872	140203	VSIG10
chr12	118138156	118138378	140204	PEBP1
chr12	118138388	118138655	140205	PEBP1
chr12	118138903	118139141	140206	PEBP1
chr12	118189732	118190615	140226	TAOK3
chr12	118359024	118359268	140266	TAOK3
chr12	118359608	118359837	140268	TAOK3
chr12	118372868	118373252	140275	TAOK3
chr12	118376168	118376997	140276	AC026367.1
chr12	118376168	118376997	140276	SUDS3
chr12	118429646	118430352	140286	AC026367.2
chr12	119175989	119176677	140349	AC084880.4
chr12	119178591	119178844	140350	HSPB8
chr12	119178853	119179125	140351	HSPB8
chr12	119179129	119179602	140352	HSPB8
chr12	119183166	119183499	140354	AC084880.3
chr12	119593240	119593483	140431	TMEM233
chr12	119593533	119593944	140432	TMEM233
chr12	119593989	119595619	140433	AC002070.1
chr12	119667391	119667636	140456	PRKAB1
chr12	119667682	119667945	140457	PRKAB1
chr12	119668018	119668636	140458	PRKAB1
chr12	119668018	119668636	140458	AC002070.1
chr12	119673593	119674353	140461	PRKAB1
chr12	119677216	119677739	140465	PRKAB1
chr12	119679133	119679378	140466	PRKAB1
chr12	119679547	119679840	140467	PRKAB1
chr12	119697874	119698131	140485	CIT
chr12	119699402	119699655	140486	AC002563.1
chr12	119710910	119711780	140492	CIT
chr12	119713426	119714069	140493	MIR1178
chr12	119713426	119714069	140493	CIT
chr12	119718871	119719121	140496	CIT
chr12	119751846	119752279	140502	CIT
chr12	119803378	119804322	140511	CIT
chr12	119804370	119804624	140512	CIT
chr12	119877263	119877798	140525	CIT
chr12	119988764	119989237	140551	BICDL1
chr12	119989306	119989755	140552	BICDL1
chr12	119989784	119990039	140553	BICDL1
chr12	120056572	120057149	140576	AC004812.1
chr12	120116208	120117054	140598	AC004812.2
chr12	120116208	120117054	140598	RAB35
chr12	120117056	120117311	140599	RAB35
chr12	120117349	120117647	140600	RAB35
chr12	120118333	120118542	140601	RAB35
chr12	120194385	120195436	140630	GCN1
chr12	120200597	120201389	140632	RPLP0
chr12	120200597	120201389	140632	PXN-AS1
chr12	120201415	120201944	140633	RPLP0
chr12	120201967	120202167	140634	RPLP0
chr12	120216737	120216957	140641	PXN
chr12	120216990	120217257	140642	AC004263.2
chr12	120224458	120225462	140643	AC004263.1
chr12	120224458	120225462	140643	PXN
chr12	120225991	120226215	140644	PXN
chr12	120248429	120248913	140663	PXN
chr12	120249443	120249793	140664	PXN
chr12	120249851	120250749	140665	PXN
chr12	120264984	120265731	140675	PXN
chr12	120265746	120266050	140676	PXN
chr12	120266181	120266418	140677	PXN
chr12	120282067	120282571	140683	NME2P1
chr12	120290605	120291999	140686	RNU4-2
chr12	120292078	120292315	140687	RNU4-2
chr12	120292413	120293319	140688	RNU4-2
chr12	120292413	120293319	140688	RNU4-1
chr12	120293344	120293569	140689	RNU4-1
chr12	120301703	120302119	140690	SIRT4
chr12	120302165	120302877	140691	SIRT4
chr12	120325220	120326191	140695	PLA2G1B
chr12	120361458	120362077	140704	MSI1
chr12	120367574	120369544	140707	MSI1
chr12	120367574	120369544	140707	RPS27P25
chr12	120388762	120389176	140713	AC003982.1
chr12	120437856	120438120	140724	AL021546.1
chr12	120437856	120438120	140724	COX6A1
chr12	120438136	120438640	140725	AL021546.1
chr12	120439748	120439997	140726	COX6A1
chr12	120445898	120446986	140727	TRIAP1
chr12	120445898	120446986	140727	GATC
chr12	120468277	120470349	140732	SRSF9
chr12	120468277	120470349	140732	DYNLL1
chr12	120495477	120495795	140739	DYNLL1
chr12	120495921	120496189	140740	DYNLL1
chr12	120495921	120496189	140740	NRAV
chr12	120496253	120496643	140741	NRAV
chr12	120496710	120496987	140742	DYNLL1
chr12	120496710	120496987	140742	NRAV
chr12	120496997	120497227	140743	DYNLL1
chr12	120528624	120529273	140745	COQ5
chr12	120529274	120529526	140746	COQ5
chr12	120529717	120529947	140747	COQ5
chr12	120533765	120533965	140748	RNF10
chr12	120534010	120534210	140749	RNF10
chr12	120534230	120535565	140750	COQ5
chr12	120534230	120535565	140750	RNF10
chr12	120580905	120581306	140774	POP5
chr12	120581307	120581606	140775	POP5
chr12	120581655	120581877	140776	POP5
chr12	120640155	120641658	140790	AC125616.1
chr12	120640155	120641658	140790	CABP1
chr12	120648518	120649512	140794	CABP1
chr12	120686331	120686590	140809	MLEC
chr12	120686748	120687218	140810	MLEC
chr12	120703222	120703972	140818	AC069234.5
chr12	120708371	120708571	140820	AC069234.4
chr12	120708696	120709170	140821	AC069234.4
chr12	120709918	120710556	140822	UNC119B
chr12	120723039	120723324	140829	MIR4700
chr12	120725201	120725560	140830	ACADS
chr12	120725675	120725903	140831	ACADS
chr12	120761387	120762059	140845	AC069234.1
chr12	120762201	120762481	140846	AC069234.1
chr12	120768480	120769171	140850	SPPL3
chr12	120835679	120835968	140877	SPPL3
chr12	120835988	120836514	140878	SPPL3
chr12	120903317	120904946	140913	SPPL3
chr12	120903317	120904946	140913	AC069214.1
chr12	120972826	120973479	140933	HNF1A-AS1
chr12	121015844	121016633	140949	C12orf43
chr12	121038507	121039778	140954	OASL
chr12	121059572	121060046	140956	OASL2P
chr12	121060066	121060931	140957	OASL2P
chr12	121095517	121096444	140965	AC079602.4
chr12	121132679	121133494	140975	P2RX7
chr12	121190485	121191036	140994	AC069209.1
chr12	121209745	121210510	140997	P2RX4
chr12	121296624	121298034	141034	CAMKK2
chr12	121352040	121352609	141046	ANAPC5
chr12	121352701	121352958	141047	ANAPC5
chr12	121399514	121399792	141053	RNF34
chr12	121399838	121401134	141054	ANAPC5
chr12	121399838	121401134	141054	RNF34
chr12	121442074	121442433	141063	KDM2B
chr12	121470558	121470773	141084	KDM2B
chr12	121534497	121534913	141111	KDM2B
chr12	121535813	121536199	141112	KDM2B
chr12	121536225	121536896	141113	KDM2B
chr12	121537114	121537406	141114	KDM2B
chr12	121537452	121537989	141115	KDM2B
chr12	121538008	121538208	141116	KDM2B
chr12	121579540	121579806	141133	KDM2B
chr12	121579989	121580879	141134	KDM2B
chr12	121579989	121580879	141134	KDM2B-DT
chr12	121580925	121581156	141135	KDM2B
chr12	121581239	121581439	141136	KDM2B
chr12	121625981	121626628	141156	ORAI1
chr12	121626631	121626907	141157	ORAI1
chr12	121672517	121673378	141180	MORN3
chr12	121686595	121686795	141184	AC084018.4
chr12	121686812	121687326	141185	AC084018.4
chr12	121711721	121711979	141193	TMEM120B
chr12	121712010	121712534	141194	TMEM120B
chr12	121712599	121713471	141195	TMEM120B
chr12	121774593	121775899	141215	TMEM120B
chr12	121775990	121776785	141216	TMEM120B
chr12	121792715	121793529	141228	RHOF
chr12	121793551	121793809	141229	RHOF
chr12	121793836	121794167	141230	RHOF
chr12	121794226	121794488	141231	RHOF
chr12	121794568	121794926	141232	RHOF
chr12	121794968	121795218	141233	RHOF
chr12	121797067	121797436	141234	AC084018.1
chr12	121799419	121800376	141235	AC084018.2
chr12	121800503	121800748	141236	AC084018.2
chr12	121800503	121800748	141236	RHOF
chr12	121800911	121801157	141237	RHOF
chr12	121800911	121801157	141237	LINC01089
chr12	121801871	121802087	141238	LINC01089
chr12	121802888	121803783	141239	RHOF
chr12	121802888	121803783	141239	LINC01089
chr12	121802888	121803783	141239	SETD1B
chr12	121803841	121804113	141240	RHOF
chr12	121803841	121804113	141240	LINC01089
chr12	121803841	121804113	141240	SETD1B
chr12	121804628	121804832	141241	LINC01089
chr12	121804628	121804832	141241	SETD1B
chr12	121858865	121859178	141262	HPD
chr12	121859184	121859612	141263	HPD
chr12	121888576	121888826	141270	AC069503.5
chr12	121888576	121888826	141270	PSMD9
chr12	121888576	121888826	141270	AC069503.2
chr12	121888960	121889210	141271	AC069503.5
chr12	121917914	121918366	141278	WDR66
chr12	121918414	121919091	141279	WDR66
chr12	121933183	121934050	141287	WDR66
chr12	122021318	122022095	141324	BCL7A
chr12	122062849	122063588	141344	AC156455.1
chr12	122063743	122064001	141345	AC156455.1
chr12	122064091	122064352	141346	AC156455.1
chr12	122067799	122067999	141349	AC156455.1
chr12	122078071	122080131	141354	MLXIP
chr12	122127225	122127472	141389	MLXIP
chr12	122127783	122128150	141390	MLXIP
chr12	122182825	122183923	141410	LRRC43
chr12	122202947	122204726	141418	B3GNT4
chr12	122226051	122226541	141424	DIABLO
chr12	122265907	122266364	141433	VPS33A
chr12	122266366	122266878	141434	AC048338.1
chr12	122266366	122266878	141434	VPS33A
chr12	122266886	122267143	141435	AC048338.1
chr12	122266886	122267143	141435	VPS33A
chr12	122356195	122356457	141462	CLIP1
chr12	122399937	122400182	141481	CLIP1
chr12	122400460	122400727	141482	CLIP1
chr12	122400851	122401055	141483	CLIP1
chr12	122422326	122423207	141499	CLIP1
chr12	122423349	122423788	141500	CLIP1
chr12	122499949	122500734	141531	ZCCHC8
chr12	122499949	122500734	141531	AC127002.2
chr12	122500846	122501124	141532	ZCCHC8
chr12	122500846	122501124	141532	AC127002.2
chr12	122501269	122501640	141533	ZCCHC8
chr12	122517961	122518356	141537	RSRC2
chr12	122526594	122526819	141538	KNTC1
chr12	122526889	122527213	141539	RSRC2
chr12	122526889	122527213	141539	KNTC1
chr12	122527335	122527566	141540	RSRC2
chr12	122527673	122527893	141541	RSRC2
chr12	122686653	122687410	141567	AC026333.3
chr12	122703169	122703685	141575	HCAR2
chr12	122730237	122731026	141589	HCAR1
chr12	122731029	122731368	141590	HCAR1
chr12	122752342	122753564	141596	DENR
chr12	122774063	122775543	141598	CCDC62
chr12	122834332	122835572	141607	HIP1R
chr12	122849253	122849924	141612	HIP1R
chr12	122851726	122852854	141614	HIP1R
chr12	122852995	122853245	141615	HIP1R
chr12	122858287	122858523	141616	HIP1R
chr12	122859840	122860940	141617	HIP1R
chr12	122871822	122872730	141624	VPS37B
chr12	122888364	122888758	141640	AC027290.3
chr12	122888844	122889365	141641	AC027290.3
chr12	122889979	122890179	141642	VPS37B
chr12	122895679	122896321	141648	VPS37B
chr12	122944432	122944941	141668	ABCB9
chr12	122946777	122947204	141669	ABCB9
chr12	122947241	122947441	141670	ABCB9
chr12	122951346	122951612	141672	ABCB9
chr12	122966383	122966756	141681	ABCB9
chr12	122974092	122975075	141682	ABCB9
chr12	122974092	122975075	141682	AC026362.1
chr12	122974092	122975075	141682	OGFOD2
chr12	122975080	122975752	141683	ABCB9
chr12	122975080	122975752	141683	AC026362.1
chr12	122975080	122975752	141683	OGFOD2
chr12	122980158	122981476	141684	ARL6IP4
chr12	123075626	123076388	141731	PITPNM2
chr12	123076552	123077305	141732	PITPNM2
chr12	123093645	123094314	141742	AC026362.2
chr12	123149953	123150153	141772	PITPNM2
chr12	123150172	123152429	141773	PITPNM2
chr12	123163249	123163513	141775	MPHOSPH9
chr12	123163760	123164033	141776	MPHOSPH9
chr12	123164042	123164848	141777	MPHOSPH9
chr12	123223174	123223703	141783	MPHOSPH9
chr12	123232500	123232769	141784	C12orf65
chr12	123232784	123233011	141785	C12orf65
chr12	123233094	123233353	141786	C12orf65
chr12	123233094	123233353	141786	MPHOSPH9
chr12	123233546	123234012	141787	MPHOSPH9
chr12	123268207	123268407	141798	CDK2AP1
chr12	123268540	123268740	141799	CDK2AP1
chr12	123268868	123269167	141800	CDK2AP1
chr12	123269272	123269900	141801	CDK2AP1
chr12	123269995	123271057	141802	CDK2AP1
chr12	123271094	123271355	141803	CDK2AP1
chr12	123271358	123272255	141804	CDK2AP1
chr12	123363744	123363944	141820	SBNO1-AS1
chr12	123363991	123365079	141821	MIR8072
chr12	123363991	123365079	141821	SBNO1-AS1
chr12	123363991	123365079	141821	SBNO1
chr12	123365148	123365475	141822	MIR8072
chr12	123365148	123365475	141822	SBNO1
chr12	123365516	123365987	141823	MIR8072
chr12	123365516	123365987	141823	SBNO1
chr12	123383722	123384179	141830	KMT5A
chr12	123388431	123388728	141833	KMT5A
chr12	123388735	123389005	141834	KMT5A
chr12	123389516	123390377	141835	KMT5A
chr12	123390633	123390833	141836	KMT5A
chr12	123390853	123391233	141837	KMT5A
chr12	123435944	123436892	141855	RILPL2
chr12	123436923	123437262	141856	RILPL2
chr12	123457764	123457979	141867	SNRNP35
chr12	123458033	123459075	141868	SNRNP35
chr12	123514173	123514444	141896	RILPL1
chr12	123519105	123520080	141897	AC145423.3
chr12	123532997	123534581	141901	RILPL1
chr12	123534597	123534846	141902	RILPL1
chr12	123583554	123584332	141910	TMED2
chr12	123584368	123585251	141911	TMED2
chr12	123584368	123585251	141911	TMED2-DT
chr12	123601335	123601968	141913	DDX55
chr12	123601981	123602450	141914	DDX55
chr12	123633234	123633500	141922	EIF2B1
chr12	123633234	123633500	141922	GTF2H3
chr12	123633577	123634411	141923	EIF2B1
chr12	123633577	123634411	141923	GTF2H3
chr12	123670719	123670919	141931	TCTN2
chr12	123670959	123672271	141932	TCTN2
chr12	123711645	123712150	141940	ATP6V0A2
chr12	123712166	123712462	141941	ATP6V0A2
chr12	123720990	123721686	141948	RPL27P12
chr12	123722936	123723326	141950	ATP6V0A2
chr12	123722936	123723326	141950	AC117503.5
chr12	123761736	123763149	141961	DNAH10
chr12	123931665	123932240	141991	DNAH10
chr12	123946508	123947383	141999	CCDC92
chr12	123966412	123966918	142011	AC068790.3
chr12	123966997	123967335	142012	AC068790.3
chr12	123971686	123971931	142013	AC068790.6
chr12	123971686	123971931	142013	ZNF664
chr12	123971959	123972222	142014	AC068790.6
chr12	123971959	123972222	142014	CCDC92
chr12	123972351	123974146	142015	AC068790.8
chr12	123972351	123974146	142015	AC068790.6
chr12	123972351	123974146	142015	ZNF664
chr12	123972351	123974146	142015	CCDC92
chr12	123972351	123974146	142015	RFLNA
chr12	124006271	124006552	142034	AC068790.1
chr12	124006658	124007104	142035	AC068790.1
chr12	124289089	124290133	142106	RFLNA
chr12	124294843	124295306	142107	RFLNA
chr12	124311316	124311824	142113	RFLNA
chr12	124347883	124349374	142130	NCOR2
chr12	124388765	124389750	142149	NCOR2
chr12	124422586	124423472	142163	NCOR2
chr12	124484620	124484856	142201	NCOR2
chr12	124512468	124512668	142219	AC073592.1
chr12	124512696	124513318	142220	AC073592.1
chr12	124517185	124518437	142222	NCOR2
chr12	124518457	124518866	142223	NCOR2
chr12	124519023	124519314	142224	NCOR2
chr12	124537296	124537549	142231	AC073592.3
chr12	124537582	124537846	142232	AC073592.3
chr12	124566823	124567512	142249	NCOR2
chr12	124567616	124568247	142250	NCOR2
chr12	124568411	124568979	142251	NCOR2
chr12	124786176	124786577	142377	AC073593.2
chr12	124786176	124786577	142377	SCARB1
chr12	124786595	124786853	142378	AC073593.2
chr12	124786595	124786853	142378	SCARB1
chr12	124862949	124864280	142415	SCARB1
chr12	124864294	124864642	142416	SCARB1
chr12	124883445	124883970	142425	SCARB1
chr12	124901259	124901493	142433	RNU6-927P
chr12	124913999	124914263	142441	UBC
chr12	124914368	124914765	142442	MIR5188
chr12	124914368	124914765	142442	UBC
chr12	124914844	124915108	142443	MIR5188
chr12	124914844	124915108	142443	UBC
chr12	124915176	124915444	142444	MIR5188
chr12	124915176	124915444	142444	UBC
chr12	124917148	124917497	142446	UBC
chr12	124917572	124917857	142447	UBC
chr12	124989061	124989324	142476	DHX37
chr12	124989450	124989650	142477	DHX37
chr12	124992894	124993135	142478	BRI3BP
chr12	124993489	124994453	142479	BRI3BP
chr12	125064995	125065491	142492	AACS
chr12	125149806	125150241	142524	AC122688.2
chr12	125185807	125186148	142535	TMEM132B
chr12	125186175	125186448	142536	TMEM132B
chr12	125186451	125186957	142537	TMEM132B
chr12	125982785	125984477	142620	LINC00939
chr12	125982785	125984477	142620	LINC02826
chr12	126191125	126192045	142648	AC007368.1
chr12	126191125	126192045	142648	AC005888.1
chr12	126772152	126772779	142695	LINC00944
chr12	126874408	126874739	142699	LINC02372
chr12	126874408	126874739	142699	AC078878.2
chr12	126936400	126936919	142707	LINC02405
chr12	127145871	127146919	142733	AC079949.2
chr12	127145871	127146919	142733	AC079949.5
chr12	127145871	127146919	142733	AC079949.1
chr12	127455918	127456286	142776	AC068787.4
chr12	128801477	128801750	142959	SLC15A4
chr12	128802175	128802421	142960	SLC15A4
chr12	128810179	128810541	142962	SLC15A4
chr12	128810547	128811151	142963	SLC15A4
chr12	128823065	128823870	142970	SLC15A4
chr12	128823908	128824158	142971	SLC15A4
chr12	128824181	128824811	142972	SLC15A4
chr12	128852963	128854158	142981	GLT1D1
chr12	128864007	128864348	142986	GLT1D1
chr12	129903898	129904153	143201	TMEM132D
chr12	129904194	129904695	143202	TMEM132D
chr12	130042068	130042685	143226	LINC02418
chr12	130070056	130070569	143233	LINC02419
chr12	130161890	130162961	143260	FZD10-AS1
chr12	130161890	130162961	143260	FZD10
chr12	130339140	130339643	143278	PIWIL1
chr12	130351326	130351754	143283	AC127071.1
chr12	130365789	130366163	143291	PIWIL1
chr12	130366214	130366600	143292	PIWIL1
chr12	130424982	130425533	143313	AC063926.3
chr12	130633742	130634185	143353	RIMBP2
chr12	130716239	130717027	143368	RIMBP2
chr12	130775878	130776948	143377	AC073912.4
chr12	130827477	130827771	143396	STX2
chr12	130839181	130839430	143400	STX2
chr12	130839505	130839755	143401	STX2
chr12	130870924	130871685	143410	RAN
chr12	130871745	130872060	143411	RAN
chr12	130872111	130872745	143412	RAN
chr12	130953773	130954303	143431	ADGRD1
chr12	130954408	130954924	143432	ADGRD1
chr12	130961916	130962386	143435	AC073862.4
chr12	130981241	130981552	143445	AC073862.2
chr12	130986648	130987024	143447	ADGRD1
chr12	130992931	130993326	143450	ADGRD1
chr12	130993421	130993877	143451	ADGRD1
chr12	130994331	130994531	143452	ADGRD1-AS1
chr12	131002356	131002647	143457	ADGRD1
chr12	131025089	131025641	143469	AC078925.2
chr12	131028301	131029452	143470	AC078925.3
chr12	131034771	131035696	143473	AC078925.1
chr12	131234179	131234751	143555	AC126564.1
chr12	131234787	131235141	143556	AC126564.1
chr12	131293355	131293710	143573	RPS6P20
chr12	131365769	131366910	143585	AC140118.1
chr12	131371327	131371996	143589	AC140118.2
chr12	131530435	131530823	143640	AC073578.1
chr12	131667089	131667544	143685	RPS6P21
chr12	131710363	131710589	143694	SFSWAP
chr12	131710670	131710926	143695	SFSWAP
chr12	131710950	131711989	143696	SFSWAP
chr12	131827935	131828198	143736	MMP17
chr12	131828253	131828513	143737	MMP17
chr12	131894279	131894701	143759	ULK1
chr12	131895411	131896048	143761	AC131009.4
chr12	131896079	131896322	143762	AC131009.4
chr12	131896378	131897133	143763	AC131009.4
chr12	131919463	131920050	143770	ULK1
chr12	131928453	131928715	143775	PUS1
chr12	131928717	131930532	143776	PUS1
chr12	131928717	131930532	143776	AC131009.1
chr12	131934136	131934412	143777	AC131009.3
chr12	131939989	131940245	143778	PUS1
chr12	131940261	131940529	143779	PUS1
chr12	131940598	131940889	143780	PUS1
chr12	131949231	131949606	143781	EP400
chr12	131949664	131949934	143782	EP400
chr12	132064663	132064927	143821	EP400
chr12	132083659	132083960	143828	AC137590.2
chr12	132083659	132083960	143828	EP400P1
chr12	132084021	132085117	143829	AC137590.2
chr12	132084021	132085117	143829	EP400P1
chr12	132102687	132104166	143834	EP400P1
chr12	132143554	132144463	143845	DDX51
